chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	hasPeak.An_kdmB_48h_HA_1	peakId.An_kdmB_48h_HA_1	peakDist.An_kdmB_48h_HA_1	summitDist.An_kdmB_48h_HA_1	peakType.An_kdmB_48h_HA_1	enrichment.An_kdmB_48h_HA_1	peakCoverage.An_kdmB_48h_HA_1	pval.An_kdmB_48h_HA_1	tesPeakType.An_kdmB_48h_HA_1	tesEnrichment.An_kdmB_48h_HA_1	tesPval.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	peakId.An_sntB_48h_HA_1	peakDist.An_sntB_48h_HA_1	summitDist.An_sntB_48h_HA_1	peakType.An_sntB_48h_HA_1	enrichment.An_sntB_48h_HA_1	peakCoverage.An_sntB_48h_HA_1	pval.An_sntB_48h_HA_1	tesPeakType.An_sntB_48h_HA_1	tesEnrichment.An_sntB_48h_HA_1	tesPval.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	peakId.An_ecoA_48h_HA_1	peakDist.An_ecoA_48h_HA_1	summitDist.An_ecoA_48h_HA_1	peakType.An_ecoA_48h_HA_1	enrichment.An_ecoA_48h_HA_1	peakCoverage.An_ecoA_48h_HA_1	pval.An_ecoA_48h_HA_1	tesPeakType.An_ecoA_48h_HA_1	tesEnrichment.An_ecoA_48h_HA_1	tesPval.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	peakId.An_rpdA_48h_HA_1	peakDist.An_rpdA_48h_HA_1	summitDist.An_rpdA_48h_HA_1	peakType.An_rpdA_48h_HA_1	enrichment.An_rpdA_48h_HA_1	peakCoverage.An_rpdA_48h_HA_1	pval.An_rpdA_48h_HA_1	tesPeakType.An_rpdA_48h_HA_1	tesEnrichment.An_rpdA_48h_HA_1	tesPval.An_rpdA_48h_HA_1	An_untagged_48h_polII_1	is_expressed.An_untagged_48h_polII_1	group
ChrII_A_nidulans_FGSC_A4	3303759	3304526	AN3713	.	+	767	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_822	0	168	includeFeature	4.52621	37.4101651759426	59.47245	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_839	0	1046	includeFeature	4.21916	28.6200419059351	47.9143	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_709	0	1081	includeFeature	4.29673	29.046017962631	37.58056	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1027	0	175	includeFeature	3.08568	36.7678664639603	31.18488	NA	NA	NA	23.3262	TRUE	15
ChrII_A_nidulans_FGSC_A4	3309495	3310834	AN11411	.	+	1339	Ortholog(s) have structural constituent of ribosome activity and cytosolic small ribosomal subunit, yeast-form cell wall localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	7.44806003189087	NA	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_840	-47	-213	upstream	1.75894	12.5584280710819	3.87253	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.8087999658585	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1028	0	-33	overlapStart	2.33339	14.0773529896651	8.67528	NA	NA	NA	6.156	FALSE	05
ChrII_A_nidulans_FGSC_A4	3313693	3315038	AN3710	.	-	1345	Ortholog(s) have role in microtubule sliding involved in mitotic metaphase chromosome recapture, mitotic sister chromatid biorientation	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_823	-123	-196	upstream	1.8971	13.0573471787506	4.92361	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.1472240390778	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.5940899467468	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1029	-27	-176	upstream	2.5195	18.9974798301118	12.10264	NA	NA	NA	7.5075	FALSE	09
ChrII_A_nidulans_FGSC_A4	3315407	3317718	AN3709	.	+	2311	Ortholog of A. nidulans FGSC A4 : AN0485, A. fumigatus Af293 : Afu4g13930, Afu6g12690, A. niger CBS 513.88 : An06g01900, An01g14510 and A. oryzae RIB40 : AO090023000254, AO090003001584	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_823	0	-173	overlapStart	1.8971	13.0573471787506	4.92361	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.1097080802917	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.5209298973083	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1029	0	-193	overlapStart	2.5195	18.9974798301118	12.10264	NA	NA	NA	6.6234	FALSE	09
ChrII_A_nidulans_FGSC_A4	3317521	3318698	AN3708	.	-	1177	Ortholog(s) have adenosine 5'-monophosphoramidase activity and role in nucleotide metabolic process	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	8.13808998680115	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.3037920103073	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.29250002861023	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1030	0	-168	overlapStart	2.0788	12.2044406437983	6.27447	NA	NA	NA	5.6113	FALSE	01
ChrII_A_nidulans_FGSC_A4	3318876	3320738	AN3707	.	+	1862	Has domain(s) with predicted hydrolase activity, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines activity and role in metabolic process	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	8.40663998603821	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.6088920345306	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.38336003875732	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1030	0	-10	overlapStart	2.0788	12.2044406437983	6.27447	NA	NA	NA	4.5187	FALSE	01
ChrII_A_nidulans_FGSC_A4	3320785	3321717	AN3706	.	-	932	S. cerevisiae ortholog RPS10A has role in rRNA export from nucleus; palA-dependent expression independent of pH	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_824	0	-54	overlapStart	1.80676	20.6434998245239	4.84777	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_841	0	-36	overlapStart	2.00266	16.4960519034287	7.01633	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.95743009090424	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1031	0	-29	overlapStart	1.61187	16.6452508690735	3.57055	NA	NA	NA	10.7681	FALSE	13
ChrII_A_nidulans_FGSC_A4	3321917	3323095	AN10454	.	+	1178	Ortholog of A. fumigatus Af293 : Afu6g12650, A. niger CBS 513.88 : An06g01860, A. oryzae RIB40 : AO090003000382, Neosartorya fischeri NRRL 181 : NFIA_058610 and Aspergillus wentii : Aspwe1_0033674	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_824	0	-146	overlapStart	1.80676	20.6434998245239	4.84777	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_841	0	-164	overlapStart	2.00266	16.4960519034287	7.01633	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.3905901565552	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1031	0	-171	overlapStart	1.61187	16.6452508690735	3.57055	NA	NA	NA	7.2368	FALSE	13
ChrII_A_nidulans_FGSC_A4	3329559	3333164	AN3702	.	-	3605	Has domain(s) with predicted ATP binding, aminoacyl-tRNA editing activity, aminoacyl-tRNA ligase activity, leucine-tRNA ligase activity and role in leucyl-tRNA aminoacylation, tRNA aminoacylation for protein translation	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	9.34635997724533	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.004568031311	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.59389001464844	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1032	0	-75	overlapStart	2.0084	15.7497875062332	6.84301	NA	NA	NA	5.0371	FALSE	01
ChrII_A_nidulans_FGSC_A4	3333467	3334328	AN11728	.	+	861	Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	9.74856997489929	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.74738004589081	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.48120001316071	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1032	-8	-228	upstream	2.0084	15.7497875062332	6.84301	NA	NA	NA	3.6767	FALSE	01
ChrII_A_nidulans_FGSC_A4	3344141	3346565	AN3696	.	-	2424	Ortholog(s) have role in actin cortical patch assembly, actin filament organization, cellular response to drug, endocytosis	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	4.9228699836731	NA	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_842	-182	-490	upstream	2.86989	15.5613081850096	13.61114	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_710	-382	-565	upstream	2.38773	13.5579367995705	7.16965	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1033	-98	-344	upstream	1.49243	11.2698168921623	2.40258	NA	NA	NA	15.0014	TRUE	07
ChrII_A_nidulans_FGSC_A4	3350913	3353795	AN3693	.	-	2882	Ortholog(s) have Rpd3L-Expanded complex, Set3 complex localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_825	-441	-503	upstream	1.98735	15.676137786076	5.63448	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.82530003070831	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.32907999038696	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1034	-218	-518	upstream	2.33249	16.3135166374842	9.95571	NA	NA	NA	7.6504	FALSE	09
ChrII_A_nidulans_FGSC_A4	3354999	3356668	AN3692	.	+	1669	Has domain(s) with predicted serine-type endopeptidase activity, role in retrograde vesicle-mediated transport, Golgi to ER and integral component of membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_825	-330	-701	upstream	1.98735	15.676137786076	5.63448	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.7578759660721	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.6884400215149	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1034	-388	-686	upstream	2.33249	16.3135166374842	9.95571	NA	NA	NA	11.5996	FALSE	09
ChrII_A_nidulans_FGSC_A4	3359855	3362108	AN3690	.	-	2253	Ortholog(s) have iron ion transmembrane transporter activity, role in RNA splicing, iron import into the mitochondrion, iron ion homeostasis and mitochondrion, plasma membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_826	-382	-525	upstream	2.17385	19.9604988049363	8.89444	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_843	-354	-547	upstream	2.33829	20.6907346266967	12.64469	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_711	-381	-579	upstream	2.38799	21.8039007979488	9.61871	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1035	-340	-605	upstream	3.11658	25.1075134447339	22.19428	NA	NA	NA	5.721	FALSE	15
ChrII_A_nidulans_FGSC_A4	3362810	3365480	AN3689	.	-	2670	Ortholog(s) have site of double-strand break localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_827	0	-170	overlapStart	2.07388	13.8922602858173	5.78693	pseudo_overlapEnd	2.17385	8.89444	TRUE	An_sntB_48h_HA_1_withCtrl_peak_844	-42	-143	upstream	1.76901	15.7544503810602	4.39331	pseudo_overlapEnd	2.33829	12.64469	FALSE	NA	NA	NA	NA	NA	6.37672001647949	NA	pseudo_overlapEnd	2.38799	9.61871	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1036	0	-209	overlapStart	2.5828	15.6977525322888	11.36202	pseudo_overlapEnd	3.11658	22.19428	8.8893	FALSE	13
ChrII_A_nidulans_FGSC_A4	3366073	3368580	AN10459	.	-	2507	Ortholog(s) have guanyl-nucleotide exchange factor activity, translation initiation factor activity, role in cytoplasmic translational initiation and eukaryotic translation initiation factor 2B complex localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_828	0	-200	overlapStart	6.36893	107.943975063157	125.22773	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_845	0	-182	overlapStart	4.73989	77.9769302884805	84.91452	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_712	0	-193	overlapStart	5.51872	68.1760527480276	89.2262	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1037	0	-180	overlapStart	3.3627	89.395187282711	40.69044	NA	NA	NA	3.68	FALSE	15
ChrII_A_nidulans_FGSC_A4	3369073	3371758	AN3688	.	-	2685	Response regulator, part of a two-component signal transduction system involved in control of stress response and conidiation; transcript induced by hydrogen peroxide	TRUE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_829	0	-888	overlapStart	5.76415	27.672834513221	62.18331	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_846	-106	-293	upstream	1.86178	15.7107252865047	5.4806	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_713	-114	-274	upstream	2.1864	16.4014960829689	7.39457	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1038	-12	-903	upstream	3.85691	28.1371399162565	33.53033	NA	NA	NA	8.5842	FALSE	15
ChrII_A_nidulans_FGSC_A4	3373592	3374607	AN3687	.	+	1015	Ortholog(s) have unfolded protein binding activity and mitochondrion localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_829	-436	-946	pseudo_upstream	5.76415	27.672834513221	62.18331	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_848	-451	-646	upstream	2.74815	20.9388281129728	14.87367	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.23350012207031	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1038	-366	-931	upstream	3.85691	28.1371399162565	33.53033	NA	NA	NA	3.7086	FALSE	13
ChrII_A_nidulans_FGSC_A4	3380704	3382458	AN10453	.	+	1754	Ortholog(s) have protein transmembrane transporter activity, role in protein import into mitochondrial inner membrane and mitochondrial inner membrane protein insertion complex localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	6.2635700044632	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.11231995677948	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.5938899679184	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1039	0	62	overlapStart	1.90835	12.1623497087447	4.98052	NA	NA	NA	4.7309	FALSE	01
ChrII_A_nidulans_FGSC_A4	3382473	3385360	AN3684	.	-	2887	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	TRUE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_830	0	-167	overlapStart	3.2346	19.3017829419415	18.13618	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_849	0	-119	overlapStart	2.33903	17.2834877788095	11.94729	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_715	0	-147	overlapStart	2.45971	17.0314748773186	10.13492	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1040	0	-173	overlapStart	4.0589	23.4675176522757	34.21334	NA	NA	NA	5.5813	FALSE	15
ChrII_A_nidulans_FGSC_A4	3386182	3389371	AN3683	.	+	3189	Ortholog(s) have role in hyphal growth	TRUE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_830	-278	-655	pseudo_upstream	3.2346	19.3017829419415	18.13618	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_849	-42	-703	upstream	2.33903	17.2834877788095	11.94729	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_715	-129	-675	upstream	2.45971	17.0314748773186	10.13492	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1040	0	-649	overlapStart	4.0589	23.4675176522757	34.21334	NA	NA	NA	5.8851	FALSE	15
ChrII_A_nidulans_FGSC_A4	3389490	3391821	AN10436	.	+	2331	Has domain(s) with predicted RNA polymerase II transcription cofactor activity, role in regulation of transcription by RNA polymerase II and mediator complex localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	7.14383993721008	NA	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_850	0	-72	overlapStart	1.82895	14.3154093975157	4.60749	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.13369005489349	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.3757200088501	NA	NA	NA	NA	9.2704	FALSE	04
ChrII_A_nidulans_FGSC_A4	3392749	3394049	AN3681	.	-	1300	Ortholog(s) have role in cellular iron ion homeostasis and fungal-type vacuole membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_831	-108	-400	upstream	5.86527	64.1298842577287	91.7727	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_851	-39	-380	upstream	4.60652	47.2325277204234	65.27148	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_716	-96	-389	upstream	4.22616	37.6704953078515	45.19056	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1041	-76	-387	upstream	3.68184	57.9911863507524	43.00978	NA	NA	NA	26.0062	TRUE	15
ChrII_A_nidulans_FGSC_A4	3405000	3405293	AN11724	.	+	293	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_833	0	3	overlapStart	1.91763	22.0559500948588	7.84304	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_853	0	210	includeFeature	2.22323	23.8483810177097	11.33202	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_718	0	-9	overlapStart	1.6587	24.7900001154108	4.46145	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1043	0	-29	includeFeature	1.85561	23.030949788861	7.15383	NA	NA	NA	34.9229	TRUE	15
ChrII_A_nidulans_FGSC_A4	3405220	3407452	AN3675	.	-	2232	Transcription factor of the Gcn4p c-Jun-like transcriptional activator family; involved in cross-pathway control of amino acid biosynthesis in response to amino acid starvation; role in sexual development; contains two 5' uORFs	TRUE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_834	-30	-209	upstream	3.58177	28.2229719504881	29.91925	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_854	-46	-288	upstream	3.31153	23.2326946792069	27.61209	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_719	-66	-186	upstream	3.37696	29.2781661846392	24.59675	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1044	0	-228	overlapStart	3.29015	28.1807854121715	28.40276	NA	NA	NA	260.9748	TRUE	15
ChrII_A_nidulans_FGSC_A4	3408632	3411586	AN3674	.	-	2954	Has domain(s) with predicted phospholipid binding activity	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_835	0	-1026	overlapStart	8.00137	38.8880637831722	111.33154	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_856	0	-1036	overlapStart	4.98567	31.5378686693788	56.24314	insideOverlapEnd	2.53296	13.63861	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_720	-77	-1059	upstream	4.26409	24.9670291830533	33.08503	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1046	0	-1035	overlapStart	4.49988	35.467182555704	45.53168	overlapEnd	1.78604	4.9311	112.9788	TRUE	15
ChrII_A_nidulans_FGSC_A4	3412513	3413055	AN10458	.	-	542	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_835	0	443	includeFeature	8.00137	38.8880637831722	111.33154	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_856	0	433	includeFeature	4.98567	31.5378686693788	56.24314	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_720	0	410	includeFeature	4.26409	24.9670291830533	33.08503	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1046	0	434	includeFeature	4.49988	35.467182555704	45.53168	NA	NA	NA	10.808	FALSE	15
ChrII_A_nidulans_FGSC_A4	3421906	3423585	AN3670	.	+	1679	Ortholog of A. fumigatus Af293 : Afu4g12380, A. niger CBS 513.88 : An01g07790, A. oryzae RIB40 : AO090009000446, Aspergillus wentii : Aspwe1_0166560 and Aspergillus sydowii : Aspsy1_0032623	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_837	-178	-278	upstream	1.78839	14.3272221317998	4.01648	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.39888802623749	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.44762004089355	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1047	0	-159	overlapStart	2.35281	18.3360873474064	10.93598	NA	NA	NA	8.3388	FALSE	09
ChrII_A_nidulans_FGSC_A4	3424117	3425802	AN3669	.	+	1685	Ortholog(s) have role in nuclear-transcribed mRNA poly(A) tail shortening and CCR4-NOT core complex localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	7.93923996162415	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.99598006439209	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.7244299917221	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1048	-105	-170	upstream	1.65535	16.6048161702998	4.22161	NA	NA	NA	12.0481	FALSE	01
ChrII_A_nidulans_FGSC_A4	3437090	3437617	AN11408	.	+	527	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_841	0	-1019	includeFeature	10.18484	43.1807449439903	154.16104	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_857	0	-1008	includeFeature	6.52469	32.7814691708834	84.63812	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_727	0	-971	includeFeature	8.75876	34.3582153507909	112.03468	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1051	0	-990	includeFeature	5.92551	33.0917240824035	70.52165	NA	NA	NA	14.1662	TRUE	15
ChrII_A_nidulans_FGSC_A4	3440732	3443518	AN3667	.	+	2786	Ortholog of A. fumigatus Af293 : Afu4g12410, A. niger CBS 513.88 : An01g07830, A. oryzae RIB40 : AO090009000453, Aspergillus wentii : Aspwe1_0166557 and Aspergillus sydowii : Aspsy1_1055875	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_842	-356	-721	upstream	3.63831	20.815257143221	22.8263	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_857	0	-4650	overlapStart	6.52469	32.7814691708834	84.63812	pseudo_insideOverlapEnd	2.16103	7.51456	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_729	-570	-1217	upstream	1.77766	15.2907661798062	4.33718	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1051	-69	-4632	upstream	5.92551	33.0917240824035	70.52165	NA	NA	NA	9.5018	FALSE	15
ChrII_A_nidulans_FGSC_A4	3443760	3444788	AN3666	.	+	1028	Ortholog(s) have role in DNA strand elongation involved in mitotic DNA replication, double-strand break repair via break-induced replication, mitotic DNA replication initiation	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	6.73342989635468	NA	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_858	-244	-352	upstream	2.16103	15.2967114192527	7.51456	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.76091005420685	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.17143998336792	NA	NA	NA	NA	6.4602	FALSE	04
ChrII_A_nidulans_FGSC_A4	3445268	3449207	AN3665	.	+	3939	Has domain(s) with predicted sulfate transmembrane transporter activity, role in sulfate transport and integral component of membrane localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_843	-207	-314	upstream	2.31858	19.5198437912124	9.71959	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_859	-172	-286	upstream	2.03084	17.4649835054992	7.34274	pseudo_overlapEnd	2.4618	11.83081	FALSE	NA	NA	NA	NA	NA	9.04705993938446	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1052	-158	-282	upstream	2.61779	22.1596440250434	14.64127	NA	NA	NA	3.5505	FALSE	13
ChrII_A_nidulans_FGSC_A4	3450080	3452383	AN3664	.	+	2303	Ortholog(s) have cell surface localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_844	0	-98	overlapStart	3.14512	20.1020423291159	19.69455	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_861	0	-12	overlapStart	2.55622	17.1996401603252	11.96629	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_730	0	-93	overlapStart	2.61636	20.8558586410854	11.54954	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1053	0	-107	overlapStart	2.58661	19.3725318598004	14.20905	NA	NA	NA	13.9411	TRUE	15
ChrII_A_nidulans_FGSC_A4	3452225	3453488	AN3663	.	-	1263	Ortholog(s) have glycine transmembrane transporter activity, role in glycine import into mitochondrion, heme biosynthetic process and mitochondrion localization	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_845	-154	-336	upstream	2.91408	15.605880407796	12.5574	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.1220880336761	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.3114299812317	NA	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1054	-95	-309	upstream	2.73535	15.2617577736576	12.77921	NA	NA	NA	4.9068	FALSE	09
ChrII_A_nidulans_FGSC_A4	3459892	3461630	AN3661	.	-	1738	Ortholog of A. fumigatus Af293 : Afu4g12320, A. niger CBS 513.88 : An01g07625, Aspergillus wentii : Aspwe1_0102265, Aspwe1_0177914 and Aspergillus sydowii : Aspsy1_0154367	FALSE	FALSE	NA	TRUE	An_kdmB_48h_HA_1_withCtrl_peak_846	0	234	insideOverlapStart	2.78308	17.4727528224272	12.56834	NA	NA	NA	TRUE	An_sntB_48h_HA_1_withCtrl_peak_862	0	168	overlapStart	2.22156	14.6213010441173	7.68124	NA	NA	NA	TRUE	An_ecoA_48h_HA_1_withCtrl_peak_731	0	223	insideOverlapStart	2.48081	16.3908866211318	9.04086	NA	NA	NA	TRUE	An_rpdA_48h_HA_1_withCtrl_peak_1055	0	253	overlapStart	2.43377	17.7922715368844	11.27608	NA	NA	NA	3.8186	FALSE	15
