chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	hasPeak.An_kdmB_20h_HA_1	peakId.An_kdmB_20h_HA_1	peakDist.An_kdmB_20h_HA_1	summitDist.An_kdmB_20h_HA_1	peakType.An_kdmB_20h_HA_1	enrichment.An_kdmB_20h_HA_1	peakCoverage.An_kdmB_20h_HA_1	pval.An_kdmB_20h_HA_1	tesPeakType.An_kdmB_20h_HA_1	tesEnrichment.An_kdmB_20h_HA_1	tesPval.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	peakId.An_sntB_20h_HA_1	peakDist.An_sntB_20h_HA_1	summitDist.An_sntB_20h_HA_1	peakType.An_sntB_20h_HA_1	enrichment.An_sntB_20h_HA_1	peakCoverage.An_sntB_20h_HA_1	pval.An_sntB_20h_HA_1	tesPeakType.An_sntB_20h_HA_1	tesEnrichment.An_sntB_20h_HA_1	tesPval.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	peakId.An_ecoA_20h_HA_1	peakDist.An_ecoA_20h_HA_1	summitDist.An_ecoA_20h_HA_1	peakType.An_ecoA_20h_HA_1	enrichment.An_ecoA_20h_HA_1	peakCoverage.An_ecoA_20h_HA_1	pval.An_ecoA_20h_HA_1	tesPeakType.An_ecoA_20h_HA_1	tesEnrichment.An_ecoA_20h_HA_1	tesPval.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	peakId.An_rpdA_20h_HA_1	peakDist.An_rpdA_20h_HA_1	summitDist.An_rpdA_20h_HA_1	peakType.An_rpdA_20h_HA_1	enrichment.An_rpdA_20h_HA_1	peakCoverage.An_rpdA_20h_HA_1	pval.An_rpdA_20h_HA_1	tesPeakType.An_rpdA_20h_HA_1	tesEnrichment.An_rpdA_20h_HA_1	tesPval.An_rpdA_20h_HA_1	An_untagged_20h_polII_1	is_expressed.An_untagged_20h_polII_1	group
ChrIII_A_nidulans_FGSC_A4	603053	605425	AN10615	.	+	2372	Putative branchpoint binding protein	TRUE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_63	0	12	overlapStart	3.17431	23.0451710487047	8.15036	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_63	0	-44	overlapStart	2.29982	17.9529111322604	9.85167	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_44	0	7	overlapStart	3.06637	23.1739916941112	7.39018	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_95	0	-44	overlapStart	2.84751	20.6732595003894	17.13313	NA	NA	NA	16.2683	TRUE	15
ChrIII_A_nidulans_FGSC_A4	605749	608308	AN4904	.	+	2559	Has domain(s) with predicted role in anion transport and integral component of membrane localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	5.99375000238419	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.28345001316071	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.9997899627686	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_96	0	-126	overlapStart	2.06698	12.1084615010482	5.9596	NA	NA	NA	1.9362	FALSE	01
ChrIII_A_nidulans_FGSC_A4	608432	610144	AN4903	.	+	1712	Has domain(s) with predicted ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding activity	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	4.55251002454758	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.07096000480652	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.75886595010757	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_97	0	1	overlapStart	2.277	12.1708124826352	7.76241	NA	NA	NA	2.8181	FALSE	01
ChrIII_A_nidulans_FGSC_A4	615526	617357	AN10614	.	-	1831	Ortholog(s) have G-quadruplex DNA binding, ribosome binding, telomeric DNA binding, triplex DNA binding activity	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_64	0	-137	overlapStart	3.49488	32.9656249176372	12.27394	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_64	0	-128	overlapStart	1.66449	20.1109445317266	4.80297	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_45	0	-95	overlapStart	2.59696	25.5620832996092	6.43238	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_98	0	-171	overlapStart	3.50834	27.4191429274423	33.53055	NA	NA	NA	19.8702	TRUE	15
ChrIII_A_nidulans_FGSC_A4	617645	620567	AN4900	.	-	2922	Putative bZIP DNA-binding protein involved in regulating nitrogen metabolite repression	TRUE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_66	0	-391	overlapStart	4.7562	48.9995379948535	29.35837	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_66	-14	-326	upstream	2.62275	37.0601030295322	24.2192	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_48	0	-319	overlapStart	4.28295	39.3218393236954	22.41761	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_99	0	-323	overlapStart	3.4048	38.4340737987175	47.2528	NA	NA	NA	16.9584	TRUE	15
ChrIII_A_nidulans_FGSC_A4	621966	623629	AN4899	.	+	1663	Ortholog(s) have peroxisome membrane targeting sequence binding activity	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_66	-79	-1008	upstream	4.7562	48.9995379948535	29.35837	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_66	-125	-1073	upstream	2.62275	37.0601030295322	24.2192	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_48	-132	-1080	upstream	4.28295	39.3218393236954	22.41761	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_99	0	-1076	overlapStart	3.4048	38.4340737987175	47.2528	NA	NA	NA	6.5301	FALSE	15
ChrIII_A_nidulans_FGSC_A4	623600	626585	AN4898	.	-	2985	Protein of unknown function	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	10.3517199821472	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.1027399930954	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.5837719659805	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_100	0	1612	inside	1.6562	14.8764706561768	3.96586	NA	NA	NA	4.8037	FALSE	01
ChrIII_A_nidulans_FGSC_A4	626701	628318	AN4897	.	-	1617	Ortholog(s) have role in asexual sporulation resulting in formation of a cellular spore, cellular response to heat and cell septum, cell surface localization	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_67	0	-231	overlapStart	6.8137	45.167031457179	41.90146	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_67	0	-229	overlapStart	3.09919	29.447193643626	27.79247	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_49	0	-168	overlapStart	4.57338	33.887435780544	20.1413	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_101	0	-187	overlapStart	4.26903	38.0993439744906	56.05333	NA	NA	NA	82.311	TRUE	15
ChrIII_A_nidulans_FGSC_A4	631659	633594	AN4896	.	+	1935	Putative protein tyrosine phosphatase	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	10.8819100103378	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_68	0	-22	overlapStart	1.75564	14.8980500094096	4.34482	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.6632539215088	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_103	0	-165	overlapStart	1.54315	14.8058182264303	3.2748	NA	NA	NA	3.8	FALSE	05
ChrIII_A_nidulans_FGSC_A4	633884	635259	AN4895	.	-	1375	Ortholog of A. fumigatus Af293 : Afu3g10980, A. niger CBS 513.88 : An02g06610, A. oryzae RIB40 : AO090003000652, Aspergillus wentii : Aspwe1_0106129 and Aspergillus sydowii : Aspsy1_0043033	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_68	-92	-139	upstream	3.13467	22.7600733542675	8.6292	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_69	-344	-412	upstream	2.21369	17.8054448852687	9.42899	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_50	-160	-573	upstream	7.87264	44.7461233326523	38.07023	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	14.9510879659653	NA	NA	NA	NA	11.6475	FALSE	14
ChrIII_A_nidulans_FGSC_A4	635436	639834	AN4894	.	+	4398	Subunit of the SAGA transcriptional regulatory complex	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_68	0	-38	overlapStart	3.13467	22.7600733542675	8.6292	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	17.815500005722	NA	pseudo_inside	2.21369	9.42899	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_50	0	396	overlapStart	7.87264	44.7461233326523	38.07023	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	13.7583359699249	NA	NA	NA	NA	6.1578	FALSE	10
ChrIII_A_nidulans_FGSC_A4	644713	648484	AN4892	.	-	3771	Ortholog(s) have role in regulation of mRNA 3'-end processing and nucleus localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	12.4163100147247	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.8848799781799	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.0497000026703	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_104	0	-45	overlapStart	2.64401	25.2685605614049	17.02197	NA	NA	NA	4.4497	FALSE	01
ChrIII_A_nidulans_FGSC_A4	648690	649996	AN4891	.	+	1306	Ortholog(s) have histone binding activity	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	12.2478000040054	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.8841399869919	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.4161820135117	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_104	0	-161	overlapStart	2.64401	25.2685605614049	17.02197	NA	NA	NA	5.5466	FALSE	01
ChrIII_A_nidulans_FGSC_A4	650605	654106	AN4890	.	-	3501	Ortholog(s) have role in Golgi to plasma membrane transport, exocytosis and plasma membrane localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	2.44271000313759	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.56586995029449	NA	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_51	0	-73	overlapStart	3.22884	22.8738930041973	7.05728	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.61235198402405	NA	NA	NA	NA	3.0296	FALSE	02
ChrIII_A_nidulans_FGSC_A4	656520	657614	AN4889	.	-	1094	Ortholog(s) have RNA binding activity and role in tRNA modification	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_69	0	-336	overlapStart	9.85938	73.6541523676508	75.44838	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_70	0	-302	overlapStart	4.24984	41.8716666041941	55.41255	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_52	-90	-384	upstream	4.69903	45.1507690278236	21.03466	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_105	0	-351	overlapStart	5.48693	32.9165913687812	90.62246	NA	NA	NA	10.8037	FALSE	15
ChrIII_A_nidulans_FGSC_A4	658092	660277	AN4888	.	+	2185	Putative pyruvate decarboxylase with a predicted role in pyruvate metabolism or penicillin biosynthesis; intracellular; protein abundance decreased by menadione stress	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_69	0	-142	overlapStart	9.85938	73.6541523676508	75.44838	pseudo_overlapEnd	2.40469	6.47092	TRUE	An_sntB_20h_HA_1_withCtrl_peak_70	0	-176	overlapStart	4.24984	41.8716666041941	55.41255	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_52	0	-94	overlapStart	4.69903	45.1507690278236	21.03466	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_105	0	-127	includeFeature	5.48693	32.9165913687812	90.62246	NA	NA	NA	290.8628	TRUE	15
ChrIII_A_nidulans_FGSC_A4	660508	666836	AN4887	.	+	6328	Putative mitogen-activated protein kinase kinase kinase (MAPKKK); inviable mutant arrests as branched germlings, remediated by NaCl or sucrose	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_71	-5	-172	upstream	2.40469	31.3503066513436	6.47092	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.29184995746613	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	3.53077604186535	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_105	0	-2543	overlapStart	5.48693	32.9165913687812	90.62246	NA	NA	NA	4.7075	FALSE	09
ChrIII_A_nidulans_FGSC_A4	684154	685998	AN4881	.	-	1844	Ortholog of A. fumigatus Af293 : Afu3g11150, A. niger CBS 513.88 : An02g06900, A. oryzae RIB40 : AO090003000669, Aspergillus wentii : Aspwe1_0049285 and Aspergillus sydowii : Aspsy1_0796400	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_72	-408	-571	upstream	1.86935	20.0396751976013	2.83259	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.2560299654007	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	14.2528700180054	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_106	0	46	overlapStart	2.96381	22.7276052613007	19.14099	NA	NA	NA	8.5651	FALSE	09
ChrIII_A_nidulans_FGSC_A4	687110	690988	AN4880	.	+	3878	Ortholog of S. cerevisiae : YIL108W, A. fumigatus Af293 : Afu3g11160, A. niger CBS 513.88 : An02g06910, A. oryzae RIB40 : AO090003000672 and Aspergillus wentii : Aspwe1_0105166	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	11.7929600821733	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.5065200309753	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.3270920152664	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_107	0	-645	overlapStart	2.69949	19.8133200629552	18.5889	NA	NA	NA	3.5845	FALSE	01
ChrIII_A_nidulans_FGSC_A4	691096	691929	AN4879	.	-	833	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_73	-1229	-1503	upstream	5.27843	32.6191555443189	23.54275	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_71	-1262	-1532	upstream	4.28802	29.0254419168112	44.08644	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	2.64522998297215	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_108	-1235	-1535	upstream	4.5835	31.6861987887629	52.53915	NA	NA	NA	2.5396	FALSE	13
ChrIII_A_nidulans_FGSC_A4	693799	698021	AN4878	.	-	4222	Putative transcription factor of unknown function; expression upregulated after exposure to farnesol	TRUE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_74	-22	-209	upstream	3.94064	28.2313674807209	13.31883	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_72	-55	-805	upstream	3.00084	17.7285925394081	18.80185	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_53	-95	-254	upstream	2.78424	23.1822522056139	6.29196	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_109	0	-775	overlapStart	3.51349	24.1960754865799	27.48258	NA	NA	NA	8.2559	FALSE	15
ChrIII_A_nidulans_FGSC_A4	699015	700690	AN4877	.	+	1675	Predicted DDE1 transposon-related ORF	TRUE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_75	-43	-207	upstream	3.49936	22.6050001249209	9.45099	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_72	-28	-189	upstream	3.00084	17.7285925394081	18.80185	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_54	-26	-177	upstream	3.99354	27.9919623051727	11.85012	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_109	0	-219	overlapStart	3.51349	24.1960754865799	27.48258	NA	NA	NA	2.9132	FALSE	15
ChrIII_A_nidulans_FGSC_A4	710504	712347	AN4874	.	+	1843	Ortholog(s) have endoribonuclease activity, role in RNA catabolic process, apoptotic process, cell morphogenesis and cytosol, extracellular region, fungal-type vacuole localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	8.10629001188278	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.57585997390747	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.3414219789505	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_111	0	-66	overlapStart	2.06628	16.2391455659589	8.01844	NA	NA	NA	2.7825	FALSE	01
ChrIII_A_nidulans_FGSC_A4	712340	715532	AN4873	.	-	3192	Ortholog(s) have role in asexual spore wall assembly, asexual sporulation resulting in formation of a cellular spore and positive regulation of asexual sporulation resulting in formation of a cellular spore, more	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	8.26247001123428	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	5.93036001062393	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.46691002893448	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_112	-294	-817	pseudo_upstream	2.35899	19.3630466601772	13.34158	NA	NA	NA	3.9309	FALSE	01
ChrIII_A_nidulans_FGSC_A4	716575	717590	AN4872	.	+	1015	Fusion protein consisting of N-terminal ubiquitin and C-terminal extension protein (CEP) of the small ribosomal subunit; transcript upregulated in response to camptothecin	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	16.0139299058914	NA	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_75	-249	-282	upstream	1.6102	14.3850467271894	3.47487	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	13.0093979659081	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_112	0	-226	overlapStart	2.35899	19.3630466601772	13.34158	NA	NA	NA	43.4414	TRUE	05
ChrIII_A_nidulans_FGSC_A4	717477	719308	AN4871	.	-	1831	Class V chitinase; glycoside hydrolase family 18 (GH18) protein with a role in the age-dependent autolysis	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_78	-81	-184	upstream	2.80502	18.9402501726151	6.01433	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_76	-79	-179	upstream	1.89522	15.4832385019823	5.46514	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_56	-21	-123	upstream	2.93642	17.521975069046	6.41176	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_113	0	-156	overlapStart	2.78697	20.5532773816619	16.19837	NA	NA	NA	4.0089	FALSE	15
ChrIII_A_nidulans_FGSC_A4	719711	720066	AN11767	.	-	355	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_79	-299	-403	upstream	2.56871	21.9371251296997	5.1316	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.601169962883	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.21165592098236	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.38417596149445	NA	NA	NA	NA	3.56	FALSE	08
ChrIII_A_nidulans_FGSC_A4	720933	722954	AN4870	.	-	2021	Ortholog of A. fumigatus Af293 : Afu3g11290, A. niger CBS 513.88 : An02g07030, Aspergillus wentii : Aspwe1_0169120, Aspergillus sydowii : Aspsy1_0087725 and Aspergillus terreus NIH2624 : ATET_04661	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_80	0	15	overlapStart	2.64407	17.5773931161605	5.04734	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_77	0	-50	overlapStart	2.0632	14.3103440114118	7.50376	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.91002204990387	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_114	0	-5	overlapStart	3.04211	18.6750339885928	18.47415	NA	NA	NA	2.393	FALSE	13
ChrIII_A_nidulans_FGSC_A4	726641	730059	AN4867	.	-	3418	Gamma-tubulin complex protein 3	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	5.77454991197586	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.72449001121521	NA	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_57	-18	-157	upstream	2.92655	16.5224037830646	5.64559	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_115	0	-33	overlapStart	1.71146	10.4290285261851	3.51806	NA	NA	NA	3.1007	FALSE	03
ChrIII_A_nidulans_FGSC_A4	730213	732440	AN4866	.	-	2227	Ortholog of A. fumigatus Af293 : Afu3g07720, A. oryzae RIB40 : AO090020000412, Aspergillus wentii : Aspwe1_0173493 and Aspergillus sydowii : Aspsy1_0056549	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_81	-93	-210	upstream	2.55399	22.5505300246089	5.08662	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_78	-218	-396	upstream	1.9186	13.2873975331666	5.20069	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	12.5288360157013	NA	pseudo_overlapEnd	2.92655	5.64559	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_116	0	173	insideOverlapStart	1.5655	16.4236011449193	3.48469	NA	NA	NA	35.2352	TRUE	13
ChrIII_A_nidulans_FGSC_A4	732799	735041	AN4865	.	-	2242	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	5.24573002314568	NA	pseudo_overlapEnd	2.55399	5.08662	FALSE	NA	NA	NA	NA	NA	4.97761000871658	NA	pseudo_overlapEnd	1.9186	5.20069	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_58	0	-69	overlapStart	3.09252	17.2317009424641	6.27498	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_118	0	-80	overlapStart	3.45144	16.0915481056628	21.68196	pseudo_overlapEnd	2.09072	7.33213	15.0515	TRUE	03
ChrIII_A_nidulans_FGSC_A4	735282	737361	AN4864	.	+	2079	Putative glucosyltransferase; locus contains the conserved upstream open reading frame (uORF) AN4864-uORF	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	9.20092002010345	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.17440999603271	NA	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_58	-15	-172	upstream	3.09252	17.2317009424641	6.27498	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_118	0	-161	overlapStart	3.45144	16.0915481056628	21.68196	NA	NA	NA	3.5143	FALSE	03
ChrIII_A_nidulans_FGSC_A4	737433	738138	AN4863	.	-	705	Ortholog(s) have copper chaperone activity, role in aerobic respiration, intracellular copper ion transport, mitochondrial respiratory chain complex IV assembly and cytosol, mitochondrial intermembrane space localization	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	9.30640992641449	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	9.29476997852325	NA	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_59	0	27	overlapStart	2.53324	21.4553844085427	5.31391	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.047024014473	NA	NA	NA	NA	8.9878	FALSE	02
ChrIII_A_nidulans_FGSC_A4	738245	740117	AN4862	.	+	1872	Putative Ran GTPase activating protein (GAP) with homology to Saccharomyces cerevisiae Rna1p; endogenously tagged RanGAP is excluded from nuclei during interphase and disperses throughout the cell at mitosis	FALSE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	11.0915199193954	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.355560008049	NA	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_59	0	-134	overlapStart	2.53324	21.4553844085427	5.31391	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	10.8518400068283	NA	NA	NA	NA	6.8336	FALSE	02
ChrIII_A_nidulans_FGSC_A4	742731	744239	AN4860	.	-	1508	Putative pectin methyl esterase	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_82	-608	-734	upstream	2.27598	20.5979499578476	3.98275	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.54270999193192	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	7.37669798398018	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	6.22814400863647	NA	NA	NA	NA	1.8561	FALSE	08
ChrIII_A_nidulans_FGSC_A4	745036	748861	AN4859	.	-	3825	Plasma membrane ATPase with a predicted role in energy metabolism	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_83	-6	-432	upstream	6.1571	48.392053314209	32.55831	overlapEnd	2.27598	3.98275	TRUE	An_sntB_20h_HA_1_withCtrl_peak_79	-45	-329	upstream	2.9395	29.5484479083376	22.94629	NA	NA	NA	TRUE	An_ecoA_20h_HA_1_withCtrl_peak_60	-97	-524	upstream	3.40015	33.5315081632034	10.26371	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_121	0	-379	overlapStart	3.98129	34.9165169505866	44.43014	NA	NA	NA	125.9407	TRUE	15
ChrIII_A_nidulans_FGSC_A4	765602	767984	AN10616	.	-	2382	Protein of unknown function	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_87	0	407	inside	2.95289	21.3186023216548	6.64787	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_83	0	106	overlapStart	2.23003	16.1321177771137	8.56935	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	8.55600003576279	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_125	0	127	overlapStart	2.4946	16.3411416413958	12.38636	NA	NA	NA	9.0843	FALSE	13
ChrIII_A_nidulans_FGSC_A4	768188	771281	AN12479	.	-	3093	Ortholog of A. fumigatus Af293 : Afu3g07600, A. oryzae RIB40 : AO090020000133, Neosartorya fischeri NRRL 181 : NFIA_069570 and Aspergillus versicolor : Aspve1_0573130	FALSE	FALSE	NA	TRUE	An_kdmB_20h_HA_1_withCtrl_peak_88	0	-25	overlapStart	3.23838	26.4817638865278	8.7913	NA	NA	NA	TRUE	An_sntB_20h_HA_1_withCtrl_peak_84	0	-168	overlapStart	2.28861	15.4580447002923	9.31223	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	11.4593359150887	NA	NA	NA	NA	TRUE	An_rpdA_20h_HA_1_withCtrl_peak_126	0	-154	overlapStart	2.27235	18.1111898261284	9.47332	NA	NA	NA	6.7072	FALSE	13
