chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	An_untagged_20h_polII_1	is_expressed.An_untagged_20h_polII_1	An_untagged_48h_polII_1	is_expressed.An_untagged_48h_polII_1	An_kdmB_del_20h_polII_1	is_expressed.An_kdmB_del_20h_polII_1	An_kdmB_del_48h_polII_1	is_expressed.An_kdmB_del_48h_polII_1	untagged_48h_vs_untagged_20h_polII	kdmB_del_48h_vs_kdmB_del_20h_polII	kdmB_del_20h_vs_untagged_20h_polII	kdmB_del_48h_vs_untagged_48h_polII	hasPeak.An_kdmB_20h_HA_1	peakId.An_kdmB_20h_HA_1	peakDist.An_kdmB_20h_HA_1	summitDist.An_kdmB_20h_HA_1	peakType.An_kdmB_20h_HA_1	enrichment.An_kdmB_20h_HA_1	pval.An_kdmB_20h_HA_1	tesPeakType.An_kdmB_20h_HA_1	tesEnrichment.An_kdmB_20h_HA_1	tesPval.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	peakId.An_kdmB_48h_HA_1	peakDist.An_kdmB_48h_HA_1	summitDist.An_kdmB_48h_HA_1	peakType.An_kdmB_48h_HA_1	enrichment.An_kdmB_48h_HA_1	pval.An_kdmB_48h_HA_1	tesPeakType.An_kdmB_48h_HA_1	tesEnrichment.An_kdmB_48h_HA_1	tesPval.An_kdmB_48h_HA_1	group
ChrIII_A_nidulans_FGSC_A4	485549	487066	AN4944	.	-	1517	Ortholog of A. fumigatus Af293 : Afu3g10440, Aspergillus flavus NRRL 3357 : AFL2T_02410, Aspergillus wentii : Aspwe1_0025030 and Aspergillus versicolor : Aspve1_0884593	FALSE	FALSE	NA	3.2837	FALSE	3.2656	FALSE	3.7894	FALSE	7.8182	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	487296	489774	AN4943	.	+	2478	Has domain(s) with predicted RNA binding activity and role in RNA processing	FALSE	FALSE	NA	4.9321	FALSE	6.645	FALSE	4.5601	FALSE	4.5901	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	489965	491541	AN4942	.	+	1576	Ortholog(s) have Ran GTPase binding activity, role in protein import into nucleus and nuclear envelope localization	FALSE	FALSE	NA	12.1346	FALSE	10.4419	FALSE	10.8152	FALSE	13.832	TRUE	0	0.328069098556868	0	0.374386508413024	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	491160	492318	AN4941	.	-	1158	Ortholog of A. fumigatus Af293 : Afu3g10470, A. niger CBS 513.88 : An16g04410, A. oryzae RIB40 : AO090003000593, Aspergillus wentii : Aspwe1_0169039 and Aspergillus sydowii : Aspsy1_0788739	FALSE	FALSE	NA	8.7268	FALSE	10.2366	FALSE	8.988	FALSE	15.783	TRUE	0	0.74873289752007	0	0.578795056771735	TRUE	An_kdmB_20h_HA_1_narrow_peak_53	-167	-416	upstream	2.87403	7.6584	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrIII_A_nidulans_FGSC_A4	492910	495003	AN4940	.	+	2093	Ortholog(s) have role in reciprocal meiotic recombination and mitochondrion, nuclear envelope, plasma membrane localization	FALSE	FALSE	NA	5.6697	FALSE	5.3724	FALSE	5.2867	FALSE	45.3449	TRUE	0	2.88203576220499	0	2.86250185317922	TRUE	An_kdmB_20h_HA_1_narrow_peak_53	0	-177	overlapStart	2.87403	7.6584	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrIII_A_nidulans_FGSC_A4	494982	496128	AN4939	.	-	1146	Ortholog(s) have enzyme activator activity, heme binding activity, role in ergosterol biosynthetic process, regulation of ergosterol biosynthetic process and endoplasmic reticulum, endosome localization	FALSE	FALSE	NA	7.3563	FALSE	5.9504	FALSE	7.4018	FALSE	9.8548	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	498280	500941	AN4938	.	+	2661	Ortholog of A. fumigatus Af293 : Afu3g10500, A. niger CBS 513.88 : An16g04440, A. oryzae RIB40 : AO090003000596, Aspergillus wentii : Aspwe1_0049228 and Aspergillus sydowii : Aspsy1_0146146	FALSE	FALSE	NA	7.5998	FALSE	7.1511	FALSE	12.1733	FALSE	10.877	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_54	0	-159	overlapStart	3.22764	10.02914	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_55	0	-131	overlapStart	1.88612	5.23225	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	499482	501267	AN4937	.	-	1785	Ortholog of A. fumigatus Af293 : Afu3g10510, A. niger CBS 513.88 : An16g04450, Aspergillus wentii : Aspwe1_0169043 and Aspergillus sydowii : Aspsy1_0087654	FALSE	FALSE	NA	11.5977	FALSE	11.1653	FALSE	11.9601	FALSE	13.8117	TRUE	0	0.192660384114094	0	0.283965336186109	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	501650	504481	AN4936	.	+	2831	Protein kinase with a role in mRNA cis splicing, via spliceosome; mutants are lethal forming swollen hyphae and arresting as short germings	FALSE	FALSE	NA	13.9582	FALSE	10.9624	FALSE	11.0057	FALSE	13.0704	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	pseudo_overlapEnd	9.05838	75.24613	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	506783	509605	AN4935	.	+	2822	Ortholog(s) have protein serine/threonine kinase activity	FALSE	FALSE	NA	245.4986	TRUE	196.4463	TRUE	216.9682	TRUE	185.8199	TRUE	-0.320119119778206	-0.222469532797683	-0.177461781298595	-0.0798121943180714	TRUE	An_kdmB_20h_HA_1_narrow_peak_55	-52	-1378	upstream	9.05838	75.24613	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_56	0	-1358	overlapStart	8.33667	135.7151	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	509681	510915	AN4934	.	-	1234	Putative 3-hydroxyacyl-CoA dehydrogenase with a predicted role in fatty acid metabolism	FALSE	FALSE	NA	3.3524	FALSE	5.5178	FALSE	5.3759	FALSE	4.9579	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	511066	512237	AN4933	.	-	1171	Ortholog(s) have role in positive regulation of secondary metabolite biosynthetic process, secondary metabolite biosynthetic process	TRUE	FALSE	NA	4.0078	FALSE	4.1758	FALSE	3.8641	FALSE	4.1063	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_57	-157	-339	upstream	3.05467	15.9748	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	513196	514262	AN4932	.	-	1066	Putative G-protein coupled receptor; haemolysin III-related protein	FALSE	FALSE	NA	4.0717	FALSE	4.535	FALSE	3.6395	FALSE	4.6049	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	514594	515703	AN4931	.	+	1109	Ortholog of A. fumigatus Af293 : Afu3g10580, A. niger CBS 513.88 : An16g04550, A. oryzae RIB40 : AO090003000603, Aspergillus wentii : Aspwe1_0057684 and Aspergillus sydowii : Aspsy1_0056492	FALSE	FALSE	NA	5.053	FALSE	8.3464	FALSE	5.4952	FALSE	5.5145	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	515018	517378	AN4930	.	-	2360	Ortholog of A. niger CBS 513.88 : An16g04560, Aspergillus wentii : Aspwe1_0169051, Aspergillus sydowii : Aspsy1_0087661 and Aspergillus terreus NIH2624 : ATET_04588	FALSE	FALSE	NA	5.4593	FALSE	8.2628	FALSE	9.4957	FALSE	8.5857	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_59	0	-47	overlapStart	2.30416	8.65058	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	517634	518435	AN11770	.	+	801	Ortholog(s) have role in vesicle-mediated transport and integral component of Golgi membrane localization	FALSE	FALSE	NA	11.3138	FALSE	11.7841	FALSE	16.309	TRUE	11.0857	FALSE	0	-0.518221341722861	0.491246336006461	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_59	-48	-210	upstream	2.30416	8.65058	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	522656	526332	AN4929	.	+	3676	Ortholog of A. fumigatus Af293 : Afu3g10610, A. niger CBS 513.88 : An02g06220, A. oryzae RIB40 : AO090003000605, Aspergillus wentii : Aspwe1_0104935 and Aspergillus sydowii : Aspsy1_0147876	FALSE	FALSE	NA	6.1907	FALSE	17.7363	TRUE	10.5852	FALSE	23.3363	TRUE	1.38163195509821	1.07082689252106	0	0.377273761631853	TRUE	An_kdmB_20h_HA_1_narrow_peak_57	0	-1251	overlapStart	3.89573	15.04011	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_61	0	-984	overlapStart	6.22409	72.9116	overlapEnd	2.1171	6.13397	4
ChrIII_A_nidulans_FGSC_A4	526579	528685	AN4928	.	-	2106	Ortholog(s) have RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly activity	FALSE	FALSE	NA	8.6893	FALSE	8.8786	FALSE	11.1506	FALSE	8.2284	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	528800	529762	AN4927	.	+	962	Putative F1F0-ATPase complex subunit with a predicted role in energy metabolism	FALSE	FALSE	NA	27.4521	TRUE	25.3706	TRUE	18.398	TRUE	13.2021	FALSE	-0.109604742617906	-0.449803643033762	-0.552627225974879	-0.892826126390736	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	531178	536124	AN4926	.	+	4946	Ortholog of A. fumigatus Af293 : Afu3g10640, A. niger CBS 513.88 : An02g06280, A. oryzae RIB40 : AO090003000608, Aspergillus wentii : Aspwe1_0103496 and Aspergillus sydowii : Aspsy1_0146244	FALSE	FALSE	NA	3.2059	FALSE	4.3153	FALSE	6.8919	FALSE	5.534	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	536349	539602	AN4925	.	-	3253	Has domain(s) with predicted peptidase activity and role in proteolysis	FALSE	FALSE	NA	6.3477	FALSE	7.991	FALSE	8.1255	FALSE	6.4317	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_58	-477	-846	upstream	5.31259	25.93019	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_63	-467	-862	upstream	3.56833	25.42952	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	541119	541619	AN4924	.	+	500	Protein of unknown function	FALSE	FALSE	NA	3.3154	FALSE	4.7031	FALSE	4.1985	FALSE	3.7993	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_58	-431	-672	upstream	5.31259	25.93019	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_63	-430	-656	upstream	3.56833	25.42952	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	543016	544866	AN4923	.	+	1850	Putative 3-hydroxy-3-methylglutaryl coenzyme A synthase with a predicted role in sterol metabolism; protein expressed at decreased levels in a hapX mutant versus wild-type; expression reduced after exposure to farnesol	FALSE	FALSE	NA	51.5042	TRUE	16.0145	TRUE	24.9591	TRUE	9.2163	FALSE	-1.62566807788556	-1.34536757079577	-1.01619246768764	-0.735891960597856	TRUE	An_kdmB_20h_HA_1_narrow_peak_59	-140	-235	upstream	3.22239	9.79579	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_64	-129	-199	upstream	2.43985	8.65167	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	545287	545668	AN11769	.	-	381	Protein of unknown function	FALSE	FALSE	NA	4.1399	FALSE	4.1232	FALSE	4.7304	FALSE	3.4143	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_65	0	459	includeFeature	2.78932	12.44194	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	546047	548107	AN4922	.	+	2060	Ortholog of A. fumigatus Af293 : Afu3g10670, A. niger CBS 513.88 : An02g06330, A. oryzae RIB40 : AO090003000612, Aspergillus wentii : Aspwe1_0360359 and Aspergillus sydowii : Aspsy1_0147179	FALSE	FALSE	NA	1.9578	FALSE	5.2868	FALSE	2.1142	FALSE	3.0216	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	548245	550159	AN4921	.	-	1914	Ortholog of A. fumigatus Af293 : Afu3g10680, A. niger CBS 513.88 : An02g06340, A. oryzae RIB40 : AO090003000613, Aspergillus wentii : Aspwe1_0360214 and Aspergillus sydowii : Aspsy1_0056501	FALSE	FALSE	NA	1.8725	FALSE	2.4657	FALSE	1.6682	FALSE	1.5042	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	551782	552328	AN11768	.	-	546	Protein of unknown function	FALSE	FALSE	NA	2.231	FALSE	3.4141	FALSE	2.9034	FALSE	1.114	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	553962	557951	AN4920	.	+	3989	Putative calcium-transporting mitochondrial ATPase involved in calcium homeostasis	FALSE	FALSE	NA	2.8949	FALSE	7.5369	FALSE	9.2158	FALSE	5.2078	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_60	-33	-642	upstream	10.39114	71.8497	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_66	-93	-372	upstream	4.06867	36.51392	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	558285	559277	AN4919	.	+	992	Ortholog(s) have mRNA binding, structural molecule activity and role in Arp2/3 complex-mediated actin nucleation, actin cortical patch assembly, cellular response to drug, mitochondrion inheritance	FALSE	FALSE	NA	9.0012	FALSE	6.3368	FALSE	6.6916	FALSE	7.9114	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	559066	560430	AN4918	.	-	1364	Ortholog(s) have intracellular localization	FALSE	FALSE	NA	4.4387	FALSE	4.6023	FALSE	5.0925	FALSE	3.73	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	560621	562777	AN4917	.	+	2156	p62 subunit of dynactin, component of the dynactin complex involved in nuclear distribution	FALSE	FALSE	NA	4.2367	FALSE	4.5478	FALSE	3.9023	FALSE	3.6363	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	562760	564013	AN4916	.	-	1253	Ortholog(s) have role in ribosome biogenesis and cell surface, small-subunit processome localization	FALSE	FALSE	NA	27.9595	TRUE	9.3004	FALSE	18.3438	TRUE	10.2274	FALSE	-1.49133633048474	-0.784847361015702	-0.582165460376502	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	564176	565715	AN4915	.	-	1539	Putative RAB family GTPase; co-localizes with early endosomes; mutants have atypically small vacuoles	FALSE	FALSE	NA	8.5541	FALSE	11.2671	FALSE	7.9755	FALSE	10.4019	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_61	-2800	-2985	upstream	3.43083	9.68662	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_67	-70	-180	upstream	2.13605	7.77086	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	576037	577803	AN4914	.	-	1766	Putative acetate kinase with a predicted role in acetate, acetaldehyde, and ethanol (two-carbon) metabolism	FALSE	FALSE	NA	2.1386	FALSE	3.0722	FALSE	2.8632	FALSE	3.8497	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	578120	580985	AN4913	.	+	2865	Putative phosphoketolase with a predicted role in the phosphoketolase pathway	FALSE	FALSE	NA	2.4841	FALSE	3.0877	FALSE	2.6524	FALSE	2.7721	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	581572	583547	AN4912	.	+	1975	Ortholog(s) have role in cellular response to drug, lipid translocation, sphingoid metabolic process and fungal-type vacuole, membrane raft, plasma membrane localization	FALSE	FALSE	NA	2.082	FALSE	2.8107	FALSE	3.8969	FALSE	3.6206	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	583539	584980	AN4911	.	-	1441	Ortholog of A. fumigatus Af293 : Afu3g10780, A. niger CBS 513.88 : An02g06450, Neosartorya fischeri NRRL 181 : NFIA_066470, Aspergillus wentii : Aspwe1_0362213 and Aspergillus versicolor : Aspve1_0127307	FALSE	FALSE	NA	6.7411	FALSE	3.3851	FALSE	4.4043	FALSE	12.2244	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	585334	587786	AN4910	.	-	2452	Transcript induced in response to calcium dichloride in a CrzA-dependent manner	FALSE	FALSE	NA	2.3613	FALSE	2.6299	FALSE	4.7646	FALSE	2.5486	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	588240	589291	AN4909	.	+	1051	Protein of unknown function	FALSE	FALSE	NA	3.4679	FALSE	3.4298	FALSE	3.9833	FALSE	3.439	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	589503	594107	AN4908	.	+	4604	Putative eukaryotic translation initiation factor subunit; PalA-dependent expression independent of pH	FALSE	FALSE	NA	6.6559	FALSE	4.4431	FALSE	5.7531	FALSE	2.7329	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	594272	598008	AN4907	.	+	3736	Ortholog of A. fumigatus Af293 : Afu3g10810, A. niger CBS 513.88 : An03g02970, Aspergillus wentii : Aspwe1_0362245, Aspergillus sydowii : Aspsy1_0043016 and Aspergillus terreus NIH2624 : ATET_04610	FALSE	FALSE	NA	4.18	FALSE	6.9091	FALSE	3.4295	FALSE	7.6709	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	overlapEnd	2.47804	5.13255	TRUE	An_kdmB_48h_HA_1_narrow_peak_73	0	2507	inside	3.38074	19.45332	pseudo_overlapEnd	3.76352	31.01671	2
ChrIII_A_nidulans_FGSC_A4	598729	601434	AN4906	.	+	2705	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	FALSE	NA	9.2899	FALSE	24.2013	TRUE	5.6123	FALSE	16.4922	TRUE	1.29226919474596	1.40348766263094	0	-0.526786407628172	TRUE	An_kdmB_20h_HA_1_narrow_peak_67	-610	-747	upstream	2.47804	5.13255	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_74	-86	-305	upstream	3.76352	31.01671	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	601708	602906	AN4905	.	+	1198	theta class glutathione S-transferase; involved in resistance to a variety of xenobiotics and metals; confers susceptibility to the systemic fungicide carboxin	FALSE	FALSE	NA	2.7982	FALSE	7.7457	FALSE	5.4323	FALSE	10.7738	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	603053	605425	AN10615	.	+	2372	Putative branchpoint binding protein	TRUE	FALSE	NA	16.2683	TRUE	11.381	FALSE	13.5	TRUE	11.7235	FALSE	-0.479998217710139	-0.188557316247143	-0.25207316164867	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_68	0	11	overlapStart	3.15496	8.49723	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_75	0	-55	overlapStart	1.79526	5.67443	pseudo_overlapEnd	2.78515	11.56687	4
ChrIII_A_nidulans_FGSC_A4	605749	608308	AN4904	.	+	2559	Has domain(s) with predicted role in anion transport and integral component of membrane localization	FALSE	FALSE	NA	1.9362	FALSE	3.4065	FALSE	3.0166	FALSE	3.3861	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_76	-82	-192	upstream	2.78515	11.56687	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	608432	610144	AN4903	.	+	1712	Has domain(s) with predicted ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding activity	FALSE	FALSE	NA	2.8181	FALSE	3.6273	FALSE	2.4582	FALSE	2.0063	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	610063	611579	AN4902	.	-	1516	Ortholog of A. niger CBS 513.88 : An02g06740, A. oryzae RIB40 : AO090003001585, Neosartorya fischeri NRRL 181 : NFIA_066360 and Aspergillus wentii : Aspwe1_0025074	FALSE	FALSE	NA	4.3215	FALSE	3.9528	FALSE	4.3257	FALSE	2.8912	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	612284	615203	AN4901	.	+	2919	Putative glutaminase A with a predicted role in glutamate and glutamine metabolism	FALSE	FALSE	NA	1.6671	FALSE	4.8418	FALSE	2.8898	FALSE	6.4507	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrIII_A_nidulans_FGSC_A4	615526	617357	AN10614	.	-	1831	Ortholog(s) have G-quadruplex DNA binding, ribosome binding, telomeric DNA binding, triplex DNA binding activity	FALSE	FALSE	NA	19.8702	TRUE	9.1147	FALSE	16.4173	TRUE	12.0567	FALSE	-1.04499089548955	-0.415730686430349	-0.260923428814555	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_69	0	-137	overlapStart	3.25039	11.19408	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_77	0	-128	overlapStart	1.75818	5.00758	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	617645	620567	AN4900	.	-	2922	Putative bZIP DNA-binding protein involved in regulating nitrogen metabolite repression	TRUE	FALSE	NA	16.9584	TRUE	23.6495	TRUE	10.6438	FALSE	19.1518	TRUE	0.456899563532211	0.791346744679741	-0.625096854881689	-0.290649673734159	TRUE	An_kdmB_20h_HA_1_narrow_peak_71	0	-391	overlapStart	4.5841	29.25164	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_78	0	-433	overlapStart	5.17584	66.90777	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	621966	623629	AN4899	.	+	1663	Ortholog(s) have peroxisome membrane targeting sequence binding activity	FALSE	FALSE	NA	6.5301	FALSE	8.5893	FALSE	6.1219	FALSE	7.4559	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_71	-82	-1009	upstream	4.5841	29.25164	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_78	0	-967	overlapStart	5.17584	66.90777	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	623600	626585	AN4898	.	-	2985	Protein of unknown function	FALSE	FALSE	NA	4.8037	FALSE	4.52	FALSE	4.3151	FALSE	3.3142	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_79	0	104	overlapStart	2.26216	7.7803	NA	NA	NA	2
ChrIII_A_nidulans_FGSC_A4	626701	628318	AN4897	.	-	1617	Ortholog(s) have role in asexual sporulation resulting in formation of a cellular spore, cellular response to heat and cell septum, cell surface localization	FALSE	FALSE	NA	82.311	TRUE	69.1293	TRUE	65.3186	TRUE	37.4412	TRUE	-0.248489667231384	-0.786760178835682	-0.329093443412736	-0.867363955017034	TRUE	An_kdmB_20h_HA_1_narrow_peak_72	0	-211	overlapStart	6.06493	38.03912	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_80	0	-192	overlapStart	5.90218	73.36295	NA	NA	NA	4
ChrIII_A_nidulans_FGSC_A4	631659	633594	AN4896	.	+	1935	Putative protein tyrosine phosphatase	FALSE	FALSE	NA	3.8	FALSE	5.8135	FALSE	4.6769	FALSE	8.2849	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_81	-41	-238	upstream	2.7146	12.41511	NA	NA	NA	2
